bri,mired,watt
1,153,3.08
1,163,3.11
1,173,3.08
1,183,3.08
1,193,3.08
1,203,3.07
1,213,3.1
1,223,3.08
1,233,3.05
1,243,3.09
1,253,3.07
1,263,3.09
1,273,3.08
1,283,3.08
1,293,3.09
1,303,3.07
1,313,3.11
1,323,3.06
1,333,3.11
1,343,3.08
1,353,3.06
1,363,3.08
1,370,3.09
6,153,3.1
6,163,3.07
6,173,3.09
6,183,3.07
6,193,3.1
6,203,3.09
6,213,3.09
6,223,3.08
6,233,3.07
6,243,3.08
6,253,3.08
6,263,3.06
6,273,3.08
6,283,3.06
6,293,3.06
6,303,3.11
6,313,3.09
6,323,3.05
6,333,3.06
6,343,3.08
6,353,3.06
6,363,3.08
6,370,3.07
11,153,3.35
11,163,3.33
11,173,3.34
11,183,3.38
11,193,3.32
11,203,3.38
11,213,3.36
11,223,3.35
11,233,3.35
11,243,3.34
11,253,3.35
11,263,3.35
11,273,3.38
11,283,3.39
11,293,3.35
11,303,3.35
11,313,3.36
11,323,3.34
11,333,3.38
11,343,3.37
11,353,3.35
11,363,3.37
11,370,3.37
16,153,3.73
16,163,3.71
16,173,3.75
16,183,3.73
16,193,3.73
16,203,3.73
16,213,3.75
16,223,3.74
16,233,3.76
16,243,3.76
16,253,3.76
16,263,3.73
16,273,3.76
16,283,3.75
16,293,3.76
16,303,3.75
16,313,3.77
16,323,3.78
16,333,3.78
16,343,3.72
16,353,3.75
16,363,3.73
16,370,3.75
21,153,4.09
21,163,4.13
21,173,4.08
21,183,4.12
21,193,4.11
21,203,4.11
21,213,4.12
21,223,4.08
21,233,4.12
21,243,4.1
21,253,4.12
21,263,4.13
21,273,4.14
21,283,4.09
21,293,4.12
21,303,4.09
21,313,4.09
21,323,4.11
21,333,4.11
21,343,4.1
21,353,4.14
21,363,4.11
21,370,4.13
26,153,4.5
26,163,4.5
26,173,4.48
26,183,4.5
26,193,4.51
26,203,4.5
26,213,4.52
26,223,4.52
26,233,4.5
26,243,4.5
26,253,4.51
26,263,4.48
26,273,4.5
26,283,4.48
26,293,4.5
26,303,4.51
26,313,4.51
26,323,4.46
26,333,4.53
26,343,4.5
26,353,4.53
26,363,4.53
26,370,4.48
31,153,4.89
31,163,4.92
31,173,4.92
31,183,4.88
31,193,4.9
31,203,4.91
31,213,4.94
31,223,4.91
31,233,4.87
31,243,4.9
31,253,4.88
31,263,4.93
31,273,4.89
31,283,4.89
31,293,4.9
31,303,4.92
31,313,4.94
31,323,4.89
31,333,4.91
31,343,4.91
31,353,4.92
31,363,4.92
31,370,4.91
36,153,5.31
36,163,5.28
36,173,5.27
36,183,5.3
36,193,5.28
36,203,5.31
36,213,5.31
36,223,5.28
36,233,5.31
36,243,5.3
36,253,5.34
36,263,5.31
36,273,5.32
36,283,5.31
36,293,5.33
36,303,5.29
36,313,5.32
36,323,5.32
36,333,5.3
36,343,5.3
36,353,5.3
36,363,5.31
36,370,5.31
41,153,5.68
41,163,5.66
41,173,5.64
41,183,5.67
41,193,5.71
41,203,5.7
41,213,5.69
41,223,5.7
41,233,5.69
41,243,5.71
41,253,5.69
41,263,5.68
41,273,5.7
41,283,5.66
41,293,5.72
41,303,5.7
41,313,5.68
41,323,5.7
41,333,5.73
41,343,5.72
41,353,5.69
41,363,5.72
41,370,5.72
46,153,6.08
46,163,6.07
46,173,6.09
46,183,6.05
46,193,6.09
46,203,6.06
46,213,6.11
46,223,6.08
46,233,6.05
46,243,6.11
46,253,6.08
46,263,6.07
46,273,6.09
46,283,6.07
46,293,6.08
46,303,6.11
46,313,6.07
46,323,6.12
46,333,6.06
46,343,6.1
46,353,6.1
46,363,6.11
46,370,6.09
51,153,6.49
51,163,6.47
51,173,6.45
51,183,6.45
51,193,6.46
51,203,6.5
51,213,6.49
51,223,6.45
51,233,6.5
51,243,6.47
51,253,6.51
51,263,6.53
51,273,6.47
51,283,6.48
51,293,6.52
51,303,6.51
51,313,6.5
51,323,6.49
51,333,6.52
51,343,6.48
51,353,6.49
51,363,6.5
51,370,6.5
56,153,6.89
56,163,6.9
56,173,6.86
56,183,6.87
56,193,6.88
56,203,6.88
56,213,6.83
56,223,6.85
56,233,6.89
56,243,6.87
56,253,6.93
56,263,6.86
56,273,6.86
56,283,6.87
56,293,6.86
56,303,6.85
56,313,6.91
56,323,6.87
56,333,6.86
56,343,6.86
56,353,6.86
56,363,6.88
56,370,6.87
61,153,7.22
61,163,7.27
61,173,7.26
61,183,7.24
61,193,7.26
61,203,7.29
61,213,7.26
61,223,7.29
61,233,7.27
61,243,7.26
61,253,7.29
61,263,7.27
61,273,7.25
61,283,7.28
61,293,7.28
61,303,7.28
61,313,7.29
61,323,7.27
61,333,7.3
61,343,7.26
61,353,7.31
61,363,7.26
61,370,7.43
66,153,7.78
66,163,7.75
66,173,7.83
66,183,7.67
66,193,7.64
66,203,7.67
66,213,7.66
66,223,7.63
66,233,7.69
66,243,7.69
66,253,7.72
66,263,7.66
66,273,7.65
66,283,7.69
66,293,7.69
66,303,7.7
66,313,7.69
66,323,7.68
66,333,7.68
66,343,7.67
66,353,7.66
66,363,7.69
66,370,7.67
71,153,8.04
71,163,8.08
71,173,8.07
71,183,8.06
71,193,8.03
71,203,8.07
71,213,8.06
71,223,8.03
71,233,8.03
71,243,8.08
71,253,8.05
71,263,8.05
71,273,8.07
71,283,8.08
71,293,8.05
71,303,8.05
71,313,8.07
71,323,8.06
71,333,8.04
71,343,8.08
71,353,8.05
71,363,8.09
71,370,8.07
76,153,8.48
76,163,8.46
76,173,8.46
76,183,8.48
76,193,8.47
76,203,8.47
76,213,8.46
76,223,8.49
76,233,8.47
76,243,8.48
76,253,8.47
76,263,8.49
76,273,8.47
76,283,8.49
76,293,8.5
76,303,8.46
76,313,8.49
76,323,8.5
76,333,8.49
76,343,8.51
76,353,8.51
76,363,8.5
76,370,8.54
81,153,8.86
81,163,8.85
81,173,8.89
81,183,8.89
81,193,8.88
81,203,8.86
81,213,8.89
81,223,8.88
81,233,8.89
81,243,8.88
81,253,8.9
81,263,8.88
81,273,8.89
81,283,8.89
81,293,8.88
81,303,8.88
81,313,8.92
81,323,8.93
81,333,8.91
81,343,8.9
81,353,8.91
81,363,8.89
81,370,8.94
86,153,9.25
86,163,9.26
86,173,9.27
86,183,9.26
86,193,9.27
86,203,9.29
86,213,9.29
86,223,9.27
86,233,9.25
86,243,9.28
86,253,9.28
86,263,9.27
86,273,9.25
86,283,9.27
86,293,9.28
86,303,9.28
86,313,9.27
86,323,9.29
86,333,9.26
86,343,9.28
86,353,9.28
86,363,9.27
86,370,9.27
91,153,9.67
91,163,9.67
91,173,9.63
91,183,9.62
91,193,9.63
91,203,9.67
91,213,9.71
91,223,9.65
91,233,9.66
91,243,9.64
91,253,9.71
91,263,9.66
91,273,9.67
91,283,9.65
91,293,9.67
91,303,9.65
91,313,9.66
91,323,9.64
91,333,9.69
91,343,9.65
91,353,9.68
91,363,9.65
91,370,9.67
96,153,10.07
96,163,10.06
96,173,10.05
96,183,10.06
96,193,10.03
96,203,10.0
96,213,10.05
96,223,10.08
96,233,10.11
96,243,10.06
96,253,10.05
96,263,10.06
96,273,10.05
96,283,10.07
96,293,10.05
96,303,10.05
96,313,10.08
96,323,10.04
96,333,10.04
96,343,10.07
96,353,10.04
96,363,10.06
96,370,10.06
101,153,10.5
101,163,10.44
101,173,10.48
101,183,10.48
101,193,10.48
101,203,10.46
101,213,10.47
101,223,10.5
101,233,10.46
101,243,10.5
101,253,10.45
101,263,10.47
101,273,10.5
101,283,10.47
101,293,10.49
101,303,10.51
101,313,10.46
101,323,10.48
101,333,10.47
101,343,10.5
101,353,10.47
101,363,10.45
101,370,10.47
106,153,10.93
106,163,10.91
106,173,10.92
106,183,10.92
106,193,10.91
106,203,10.95
106,213,10.92
106,223,10.94
106,233,10.92
106,243,10.92
106,253,10.93
106,263,10.92
106,273,10.91
106,283,10.93
106,293,10.93
106,303,10.93
106,313,10.92
106,323,10.93
106,333,10.93
106,343,10.93
106,353,10.96
106,363,10.93
106,370,10.91
111,153,11.3
111,163,11.25
111,173,11.3
111,183,11.31
111,193,11.28
111,203,11.32
111,213,11.29
111,223,11.32
111,233,11.32
111,243,11.28
111,253,11.33
111,263,11.32
111,273,11.32
111,283,11.28
111,293,11.29
111,303,11.32
111,313,11.36
111,323,11.32
111,333,11.3
111,343,11.3
111,353,11.33
111,363,11.33
111,370,11.31
116,153,11.65
116,163,11.68
116,173,11.68
116,183,11.68
116,193,11.69
116,203,11.7
116,213,11.7
116,223,11.68
116,233,11.7
116,243,11.7
116,253,11.72
116,263,11.7
116,273,11.69
116,283,11.73
116,293,11.7
116,303,11.68
116,313,11.73
116,323,11.72
116,333,11.73
116,343,11.73
116,353,11.67
116,363,11.74
116,370,11.7
121,153,12.07
121,163,12.09
121,173,12.06
121,183,12.1
121,193,12.06
121,203,12.1
121,213,12.09
121,223,12.12
121,233,12.11
121,243,12.11
121,253,12.1
121,263,12.12
121,273,12.12
121,283,12.09
121,293,12.11
121,303,12.14
121,313,12.11
121,323,12.17
121,333,12.11
121,343,12.13
121,353,12.12
121,363,12.11
121,370,12.14
126,153,12.45
126,163,12.48
126,173,12.49
126,183,12.51
126,193,12.51
126,203,12.5
126,213,12.51
126,223,12.52
126,233,12.53
126,243,12.54
126,253,12.55
126,263,12.51
126,273,12.5
126,283,12.54
126,293,12.51
126,303,12.53
126,313,12.54
126,323,12.51
126,333,12.52
126,343,12.53
126,353,12.53
126,363,12.53
126,370,12.52
131,153,12.89
131,163,12.92
131,173,12.9
131,183,12.89
131,193,12.91
131,203,12.93
131,213,12.95
131,223,12.99
131,233,12.95
131,243,12.95
131,253,12.9
131,263,12.97
131,273,12.96
131,283,12.92
131,293,12.95
131,303,12.92
131,313,12.95
131,323,12.99
131,333,12.97
131,343,12.91
131,353,12.94
131,363,12.95
131,370,12.93
136,153,13.3
136,163,13.31
136,173,13.3
136,183,13.32
136,193,13.3
136,203,13.33
136,213,13.31
136,223,13.33
136,233,13.34
136,243,13.34
136,253,13.37
136,263,13.33
136,273,13.32
136,283,13.33
136,293,13.35
136,303,13.31
136,313,13.33
136,323,13.32
136,333,13.35
136,343,13.39
136,353,13.37
136,363,13.34
136,370,13.34
141,153,13.77
141,163,13.72
141,173,13.73
141,183,13.77
141,193,13.76
141,203,13.77
141,213,13.76
141,223,13.78
141,233,13.77
141,243,13.77
141,253,13.76
141,263,13.79
141,273,13.81
141,283,13.8
141,293,13.77
141,303,13.78
141,313,13.79
141,323,13.77
141,333,13.8
141,343,13.77
141,353,13.75
141,363,13.78
141,370,13.78
146,153,14.21
146,163,14.18
146,173,14.21
146,183,14.2
146,193,14.23
146,203,14.19
146,213,14.19
146,223,14.22
146,233,14.23
146,243,14.21
146,253,14.21
146,263,14.2
146,273,14.19
146,283,14.2
146,293,14.17
146,303,14.23
146,313,14.22
146,323,14.2
146,333,14.22
146,343,14.2
146,353,14.16
146,363,14.19
146,370,14.23
151,153,14.65
151,163,14.61
151,173,14.61
151,183,14.61
151,193,14.6
151,203,14.62
151,213,14.61
151,223,14.62
151,233,14.62
151,243,14.61
151,253,14.61
151,263,14.58
151,273,14.61
151,283,14.64
151,293,14.6
151,303,14.61
151,313,14.59
151,323,14.6
151,333,14.61
151,343,14.63
151,353,14.62
151,363,14.62
151,370,14.62
156,153,14.96
156,163,14.99
156,173,15.01
156,183,14.99
156,193,15.01
156,203,14.99
156,213,15.02
156,223,15.02
156,233,15.01
156,243,15.02
156,253,15.01
156,263,15.03
156,273,15.02
156,283,15.03
156,293,15.01
156,303,15.02
156,313,15.05
156,323,15.04
156,333,15.01
156,343,15.02
156,353,15.01
156,363,15.03
156,370,15.01
161,153,15.32
161,163,15.34
161,173,15.33
161,183,15.36
161,193,15.37
161,203,15.38
161,213,15.37
161,223,15.32
161,233,15.38
161,243,15.35
161,253,15.41
161,263,15.41
161,273,15.37
161,283,15.41
161,293,15.42
161,303,15.42
161,313,15.4
161,323,15.41
161,333,15.41
161,343,15.43
161,353,15.42
161,363,15.37
161,370,15.4
166,153,15.73
166,163,15.72
166,173,15.78
166,183,15.72
166,193,15.79
166,203,15.78
166,213,15.74
166,223,15.78
166,233,15.79
166,243,15.77
166,253,15.79
166,263,15.79
166,273,15.84
166,283,15.82
166,293,15.77
166,303,15.84
166,313,15.77
166,323,15.78
166,333,15.79
166,343,15.82
166,353,15.82
166,363,15.81
166,370,15.79
171,153,16.17
171,163,16.16
171,173,16.17
171,183,16.14
171,193,16.15
171,203,16.17
171,213,16.21
171,223,16.23
171,233,16.15
171,243,16.16
171,253,16.18
171,263,16.18
171,273,16.19
171,283,16.21
171,293,16.2
171,303,16.18
171,313,16.21
171,323,16.19
171,333,16.19
171,343,16.2
171,353,16.17
171,363,16.2
171,370,16.16
176,153,16.52
176,163,16.55
176,173,16.59
176,183,16.58
176,193,16.59
176,203,16.57
176,213,16.6
176,223,16.58
176,233,16.6
176,243,16.61
176,253,16.59
176,263,16.6
176,273,16.61
176,283,16.62
176,293,16.6
176,303,16.59
176,313,16.63
176,323,16.63
176,333,16.63
176,343,16.6
176,353,16.61
176,363,16.61
176,370,16.62
181,153,17.05
181,163,17.01
181,173,16.97
181,183,17.0
181,193,17.0
181,203,17.03
181,213,17.02
181,223,17.05
181,233,17.06
181,243,17.04
181,253,17.08
181,263,17.03
181,273,17.03
181,283,17.04
181,293,17.03
181,303,17.04
181,313,17.03
181,323,17.02
181,333,17.04
181,343,17.1
181,353,17.08
181,363,17.07
181,370,17.06
186,153,17.45
186,163,17.43
186,173,17.44
186,183,17.44
186,193,17.47
186,203,17.48
186,213,17.46
186,223,17.45
186,233,17.52
186,243,17.47
186,253,17.47
186,263,17.47
186,273,17.45
186,283,17.49
186,293,17.45
186,303,17.48
186,313,17.52
186,323,17.48
186,333,17.47
186,343,17.49
186,353,17.43
186,363,17.47
186,370,17.48
191,153,17.86
191,163,17.88
191,173,17.83
191,183,17.9
191,193,17.89
191,203,17.89
191,213,17.89
191,223,17.87
191,233,17.92
191,243,17.85
191,253,17.92
191,263,17.92
191,273,17.95
191,283,17.94
191,293,17.9
191,303,17.92
191,313,17.91
191,323,17.9
191,333,17.91
191,343,17.92
191,353,17.93
191,363,17.93
191,370,17.92
196,153,18.34
196,163,18.36
196,173,18.35
196,183,18.34
196,193,18.4
196,203,18.38
196,213,18.34
196,223,18.36
196,233,18.33
196,243,18.4
196,253,18.41
196,263,18.37
196,273,18.42
196,283,18.37
196,293,18.4
196,303,18.37
196,313,18.39
196,323,18.38
196,333,18.39
196,343,18.4
196,353,18.37
196,363,18.37
196,370,18.4
201,153,18.76
201,163,18.74
201,173,18.74
201,183,18.78
201,193,18.75
201,203,18.77
201,213,18.78
201,223,18.77
201,233,18.76
201,243,18.77
201,253,18.79
201,263,18.81
201,273,18.79
201,283,18.79
201,293,18.79
201,303,18.79
201,313,18.8
201,323,18.81
201,333,18.77
201,343,18.78
201,353,18.76
201,363,18.79
201,370,18.77
206,153,19.22
206,163,19.17
206,173,19.21
206,183,19.21
206,193,19.19
206,203,19.24
206,213,19.24
206,223,19.22
206,233,19.21
206,243,19.23
206,253,19.22
206,263,19.24
206,273,19.21
206,283,19.23
206,293,19.23
206,303,19.21
206,313,19.18
206,323,19.26
206,333,19.2
206,343,19.22
206,353,19.2
206,363,19.18
206,370,19.22
211,153,19.58
211,163,19.61
211,173,19.59
211,183,19.59
211,193,19.58
211,203,19.63
211,213,19.63
211,223,19.59
211,233,19.61
211,243,19.62
211,253,19.65
211,263,19.6
211,273,19.65
211,283,19.63
211,293,19.63
211,303,19.67
211,313,19.63
211,323,19.63
211,333,19.65
211,343,19.63
211,353,19.66
211,363,19.61
211,370,19.61
216,153,19.96
216,163,20.0
216,173,19.98
216,183,19.97
216,193,19.97
216,203,20.0
216,213,19.99
216,223,19.96
216,233,20.02
216,243,20.0
216,253,20.03
216,263,20.04
216,273,20.02
216,283,20.03
216,293,20.06
216,303,20.05
216,313,20.05
216,323,20.01
216,333,20.02
216,343,20.04
216,353,20.05
216,363,20.03
216,370,20.04
221,153,20.37
221,163,20.4
221,173,20.4
221,183,20.45
221,193,20.4
221,203,20.42
221,213,20.46
221,223,20.46
221,233,20.45
221,243,20.46
221,253,20.45
221,263,20.49
221,273,20.44
221,283,20.45
221,293,20.48
221,303,20.5
221,313,20.48
221,323,20.46
221,333,20.44
221,343,20.47
221,353,20.45
221,363,20.42
221,370,20.46
226,153,20.73
226,163,20.79
226,173,20.79
226,183,20.8
226,193,20.78
226,203,20.84
226,213,20.82
226,223,20.81
226,233,20.81
226,243,20.89
226,253,20.84
226,263,20.9
226,273,20.85
226,283,20.83
226,293,20.86
226,303,20.82
226,313,20.84
226,323,20.84
226,333,20.88
226,343,20.82
226,353,20.86
226,363,20.83
226,370,20.78
231,153,21.13
231,163,21.14
231,173,21.14
231,183,21.17
231,193,21.19
231,203,21.21
231,213,21.25
231,223,21.25
231,233,21.24
231,243,21.21
231,253,21.24
231,263,21.25
231,273,21.25
231,283,21.18
231,293,21.22
231,303,21.25
231,313,21.24
231,323,21.21
231,333,21.27
231,343,21.21
231,353,21.22
231,363,21.2
231,370,21.2
236,153,21.55
236,163,21.51
236,173,21.56
236,183,21.58
236,193,21.59
236,203,21.57
236,213,21.62
236,223,21.61
236,233,21.58
236,243,21.65
236,253,21.64
236,263,21.64
236,273,21.62
236,283,21.67
236,293,21.62
236,303,21.65
236,313,21.64
236,323,21.59
236,333,21.65
236,343,21.61
236,353,21.63
236,363,21.61
236,370,21.64
241,153,21.96
241,163,21.96
241,173,21.96
241,183,21.97
241,193,22.0
241,203,22.05
241,213,22.0
241,223,22.02
241,233,22.03
241,243,22.03
241,253,22.09
241,263,22.05
241,273,22.05
241,283,22.1
241,293,22.05
241,303,22.04
241,313,22.06
241,323,22.06
241,333,22.07
241,343,22.07
241,353,22.06
241,363,22.06
241,370,22.02
246,153,22.39
246,163,22.41
246,173,22.47
246,183,22.42
246,193,22.46
246,203,22.49
246,213,22.5
246,223,22.5
246,233,22.49
246,243,22.5
246,253,22.49
246,263,22.55
246,273,22.54
246,283,22.51
246,293,22.54
246,303,22.53
246,313,22.51
246,323,22.5
246,333,22.49
246,343,22.5
246,353,22.47
246,363,22.55
246,370,22.47
251,153,22.85
251,163,22.87
251,173,22.84
251,183,22.85
251,193,22.86
251,203,22.89
251,213,22.92
251,223,22.87
251,233,22.95
251,243,22.92
251,253,22.88
251,263,22.94
251,273,22.95
251,283,22.96
251,293,22.95
251,303,22.97
251,313,22.94
251,323,22.93
251,333,22.92
251,343,22.88
251,353,22.91
251,363,22.91
251,370,22.91
255,153,23.25
255,163,23.22
255,173,23.22
255,183,23.26
255,193,23.27
255,203,23.28
255,213,23.29
255,223,23.28
255,233,23.3
255,243,23.31
255,253,23.28
255,263,23.36
255,273,23.34
255,283,23.3
255,293,23.36
255,303,23.33
255,313,23.3
255,323,23.3
255,333,23.27
255,343,23.3
255,353,23.26
255,363,23.26
255,370,23.28
